DATE CHECKED,ORG NAME,EIN,STATUS,EXPIRATION DATE,SOURCE,NOTES
7/17/2026,Sawnee Electric Membership Corp,580246393,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,South Georgia Medical Center Inc,874714839,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Southeast Georgia Health System Inc,581911751,Current,3/16/2028,Georgia SOS Charity Search,name containment 4/4
7/17/2026,Georgia Transmission Corporation,582231201,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,The Corporation Of Mercer University,580566167,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Cobb Electric Membership Corporation,580198155,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Delta Community Credit Union,580904765,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Societe International De Telecommunications & Aeronautiques — S I T A,112133344,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Walton Emc,580477163,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Greystone Power Corporation An Electric Membership Corporation,580224655,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Cooperative Power Inc,582207023,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Joseph B Whitehead Foundation,586001954,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Georgia Chamber Federation Benefit Plan Trust,831289985,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,The Coca Cola Foundation Inc,581574705,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,The Arthur M Blank Family Foundation,383983213,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,North Georgia Electric Membership,580370240,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,St Marys Hospital Inc,580566223,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Georgias Own Credit Union,580147128,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Delta Pilots Disability,366751616,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Flint Electric Membership Corporation,580456574,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Snapping Shoals Electric Membership Corp,580433463,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Robins Financial Credit Union,580641605,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Coweta Fayette Electric Membership,580516995,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,United Parcel Service Health And Welfare Plan Tr,582046334,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,James M Cox Foundation Of Ga Inc,586032469,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,United Food & Commercial Workers Unions & Emplys Health & Wlfare Fd,586041908,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Delta Family Care And Surv Tr,366751615,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Colquitt Electric Membership Corp,580201495,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Central Georgia Electric Membership Corp,580187885,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Georgia Aquarium Inc,582574918,Delinquent,12/16/2014,Georgia SOS Charity Search,exact normalized name match
7/17/2026,Bank Of Sweden Tercentenary Foundation,980108427,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Satilla Rural Electric Membership Corp,580417350,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Navicent Health Inc,582149127,Current,5/23/2027,Georgia SOS Charity Search,name containment 2/2
7/17/2026,Carroll Electric Membership Corp,580184715,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Georgia United Credit Union,580800932,Current,6/21/2027,Georgia SOS Charity Search,name containment 4/4
7/17/2026,Lge Community Credit Union,586032554,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Blue Ridge Mountain Electric Membership Corp 101 10 Irc,580165073,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Boys & Girls Clubs Of America — Group Return,912117699,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Georgia Energy Cooperative An Electric Membership Corporation,582664429,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Associated Credit Union,580240950,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Diverse Power Incorporated,580465897,Current,6/23/2027,Georgia SOS Charity Search,name containment 2/2
7/17/2026,Amicalola Electric Membership Corp,580140201,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Georgia Bankers Association Insurance Trust Inc,582241094,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Thdf Ii Inc,582491657,Current,4/8/2027,Georgia SOS Charity Search,exact normalized name match
7/17/2026,Delta Pilots Medical Trust,366791917,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Gsma Ip Llc — Monique Cormier Sole Mbr,384206894,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Okefenoke Rural Electric Membership Corporation,580373327,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Lettie Pate Evans Foundation Inc,586004644,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Forward America Inc,331273009,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Equifax Inc Voluntary Employees Beneficiary Association,581299429,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Georgia System Operations Corporation,582231207,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,John Bulow Campbell Foundation,580566149,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Athens Regional Specialty Services Inc,271975001,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Hart Electric Membership Corp,580280657,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Habersham Electric Membership Corp,580273635,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Mitchell Electric Membership,580353974,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Jefferson Energy Cooperative,580303365,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Georgia Stevedore Association Inte Longshoremens Association — Royalty Fund For Suppl Vacation Ben,581847647,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Coastal Electric Membership Corp,580197945,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Excelsior Electric Membership Corporation,580237855,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Canoochee Electric Membership Corp,580182756,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,National Christian Charitable Foundation Inc — Mccamish Legacy Foundation,932650917,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Altamaha Electric Membership Corporation,580137655,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Insurance Trust For Delta Retirees Inc,208503691,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Itpeu Health & Welfare Fund,581236802,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Hutcheson Medical Center Inc,582176794,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Arthritis Foundation Inc,581341679,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Southern Rivers Energy,580319365,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Landings Club Inc,581824781,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Goal Scholarship Program Inc,651280229,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Synovus Financial Corp Medical &,581584613,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Tri County Electric Membership Corp,580465263,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Sumter Electric Membership Corporation,580452284,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Cherokee Town & Country Club Inc,580659988,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Alpha Delta Pi Sorority — Group Return,237050817,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Pace Academy Inc,580706812,Closed,1/1/1900,Georgia SOS Charity Search,exact normalized name match
7/17/2026,Grady Electric Membership Corporation,580264525,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Employee Stock Ownership Plan Of Select Health Care Inc Trust,276102475,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Washington Electric Membership Corp,580478785,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Pruitt Corporation Employee Welfare,581883023,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,The Portman Foundation,461115236,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Georgia Stevedore Association Intl Longshoremens Assoc Welfare Fund — Savannah Maritime Association,586034166,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Chestnut Family Foundation,814986125,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Tri State Electric Membership Corp,620459672,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Coosa Valley Credit Union,580664019,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Southern Motor Carriers Association Inc — Smc3,580439170,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,The University Financing Foundation Inc,581505902,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Planters Electric Membership Corp,580388085,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,O Wayne Rollins Foundation,586066677,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Rayle Electric Membership Corp,580398354,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Three Notch Electric Membership Corp,580462070,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Council Of State And Territorial Epidemiologists,237410799,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Delta Pilots Mutual Aid Inc — Weeber Chris Ttee,582308503,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Capital City Club Inc,580182880,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Smarr Emc,582423010,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Soma Foundation Inc,463994466,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Gwinnett Convention And Visitors Bureau Inc,581920686,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Credit Union Of Georgia,586034116,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Atlanta Athletic Club,580145160,Current,1/9/2028,Georgia SOS Charity Search,name containment 3/3
7/17/2026,Atlanta Convention & Vistors Bureau Inc,580145680,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Gsma Services Llc — Monique Cormier Sole Mbr,365008209,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Piedmont Driving Club,580385670,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Oconee Electric Membership Corp,580372535,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Foundation For A Better World Inc,462385457,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Irwin Electric Membership Corp,580300540,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,American College Of Rheumatology,581627547,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,National Commission On Certification Of Physicians Assist,581218672,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Davidson Hotel Company Health Care Trust,626176418,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Masters Tournament Foundation Inc — Masters Tournament Foundation,274452110,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Ocmulgee Electric Membership Corp,580372515,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,The Community Foundation For The Csra,582184345,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Georgia Hap Administrators Inc,582489635,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,The Centurion Foundation Inc,582235068,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Middle Georgia Electric Membership Corporation,580350804,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,United Food & Commercial Workers Emplys Health & Welfare Fund — Local 1557,586055205,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Interstate Paper Federal Credit Union,586075493,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,A Good Name Foundation Inc,581375066,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Collins Family Impact Foundation Inc,934942452,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Purpose Built Communities Foundation Inc,454056587,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,National Christian Charitable Foundation Inc — Jbm Community Resources Inc,811805367,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Little Ocmulgee Electric Membership Corporation,580328075,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Southside Communities Fire Protection Inc,580870522,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Slash Pine Electric Membership Corporation,580428892,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Ups Foundation Inc,136099176,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Call2 Recycle Inc,541714316,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Faith And Freedom Coalition Inc,270182697,Upcoming Filing,9/4/2026,Georgia SOS Charity Search,exact normalized name match
7/17/2026,Ravi Zacharias International Ministries,133200719,Exempt,,Georgia SOS Charity Search,exact normalized name match
7/17/2026,Galloway School Inc,581052217,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Jh Title Holding Inc,812991672,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Ansley Golf Club,580141965,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,The Southern Credit Union,580905515,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Membersfirst Credit Union,581489204,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Cbf Foundation,822450365,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Druid Hills Golf Club,580225900,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Savannah Area Chamber Of Commerce,580417930,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Anverse Inc,582507031,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Spring Foundation Inc,271498037,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Zeist Foundation Inc,581890927,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Norfolk Southern Corporation Post Retirement Benefits Tr,541607774,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Southeastern Federal Credit Union,580801176,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Goizueta Foundation Inc,463022974,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,The Kelin Foundation — Pendrey J C Jr Ttee,586412965,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Zalik Family Foundation Inc,821744043,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Northside Education Inc,454342063,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Pineland Telephone Cooperative Inc,580607833,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Big Canoe Property Owners Association Inc And Subsidiary,581178491,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Delta Air Lines Foundation,586073119,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Upson Electric Membership Corporation,580470783,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Paces Foundation Inc,581949667,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Southern States Police Benevolent Association Inc,592825130,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Partnership For Community Action Inc,586049575,Current,9/27/2027,Georgia SOS Charity Search,exact normalized name match
7/17/2026,Southern Company Charitable Foundation Inc,582514027,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Speedwell Foundation,223764378,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Metropolitan Atlanta Chamber Of Commerce Inc,580145520,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Quality Senior Housing Foundation Of East Texas Inc,311695252,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Cwm Employee Benefit Trust,581584846,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Bulloch County Rural Telephone Cooperative Inc,580621752,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,The Jason T Dickerson Family Foundation,810890771,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Boy Scouts Of America — 92 Atlanta Area Council,580566122,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Alabama Power Company Post Retirement Welfare Benefit Trust,631133071,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,The Peyton Anderson Foundation Inc,581803562,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Georgia Electric Membership Corporation,580530279,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,The Hanley Family Foundation Inc,592745187,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Usa Poultry & Egg Export Council Inc,581636513,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Melvin Douglas And Victoria Kay Ivester Foundation Inc,454004727,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Asian American Hotel Owners Association,581906959,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,The Imlay Foundation Inc,581868936,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Hallco Community Credit Union,581232957,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Augusta Country Club Incorporated,580148720,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Marshland Credit Union,580872500,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Mercedes Benz Of North America Inc Vol Empl Beneficiary Assoc Plan,222167242,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,The Homestead Foundation Inc,320262061,Exempt,,Georgia SOS Charity Search,exact normalized name match
7/17/2026,Lifeshape Inc,200249641,Exempt,1/30/2022,Georgia SOS Charity Search,exact normalized name match
7/17/2026,The Gary W Rollins Foundation — Rollins Gary W Etal Ttees,586263946,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Southern Tennis Association Inc,581190935,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Bethlehem Christian Academy Llc,262529431,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Georgia Power Foundation Inc In Receivership,581709417,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Ichauway Inc — Jw Jones Ecological Research Ctr,581824778,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Three Sibs Foundation Inc,853902996,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Professional Photographers Of America Inc,390836309,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Dunwoody Country Club Inc,581052017,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Anna Sue And Bob Shaw Foundation,461736345,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Metro Atlanta Host Committee Inc,300932205,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Marietta Country Club Inc,580336450,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Watkins Christian Foundation Inc,581494832,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Vineyard Family Foundation Inc,822785147,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Professional Association Of Georgia,581242566,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Planters Rural Telephone Cooperative Inc,580604830,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Junior Achievement Usa — 3 De National Llc,831444494,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Grand Boule Of The Sigma Pi Phi Fraternity Group Return — Group Return,900923858,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,The Howard School Inc,580611768,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Georgia Power Co Post Retirement Medical Benefits Tr,586307574,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Omega Psi Phi Fraternity — 123 Zeta Theta Chapter District 7,530209696,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Watson Brown Foundation Inc,237097393,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Georgia Farm Bureau Federation,580622854,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Jackson Electric Membership Corporation Veba Tr — Pugh Randall Ttee,586425119,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Providence Christian Academy Inc,581935054,Closed,5/1/1995,Georgia SOS Charity Search,exact normalized name match
7/17/2026,Progressive Rural Telephone Coop Inc,580672930,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,The Littlejohn Family Foundation,133948281,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Delta Family Care Medical Tr,366791916,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Georgia Health Initiative,582418091,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Georgia Hospital Association Inc,580612274,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,University Of California Livermore Retirees Health Ins Tr — Argent Trust Company Ttee,876429468,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,National Christian Charitable Foundation Inc — Vimy Oak Charitable Trust,333765347,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,International Brotherhood Of Teamsters — 728 Tcwh,586044270,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Dlh Solutions Inc,277134378,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Davis Love Iii Foundation,202920597,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Centurion Holdings 1 Inc,853425642,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,National Christian Charitable Foundation Inc — Eagle Feather Foundation,844182087,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,W L Amos Sr Foundation Inc,582399470,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Bradley Turner Foundation Inc,586032142,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Edward R Fisher Charitable Foundation Inc,461571466,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Us Poultry & Egg Association Inc,580704657,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Corenet Global Inc,522337734,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,United Association Of Journeymen & Apprentices Of The Plumbing & Pipe — 72 Local,586044002,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,National Christian Charitable Found Foundation Inc — Vivo Charitable Foundation Trust A,991889986,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,World Outreach Ministries Inc,581387722,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Southeast United Dairy Industry Association Inc,237105030,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,International Alliance Theatrical Stage Employees & Moving Picture — 479 Iatse,581797494,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,International Society Of Arboriculture,371004119,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Association Of Energy Engineers Inc,581306354,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,St Ives Country Club Incorporated,581747071,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,International Longshoremens Association — 1414 Ila,580299795,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Employee Health Protection Plan For Sanderson Farms Inc & Associates — Tr,640858753,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Joyce Family Foundation Inc,452684840,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,National Christian Charitable Foundation Inc — Hari & Anjali Agrawal Charitable Fo,842577955,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/17/2026,Utilities Protection Center Inc,581729954,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
